2025-01-17 16:04:57,777 Load: ./mats/VGON_nqd7_L3_20250117_122410.mat, 1000/1000
2025-01-17 16:04:57,777 PyTorch Device: cuda
2025-01-17 16:04:57,778 Number of layers: 3
2025-01-17 16:04:57,778 Number of qudits: 7
2025-01-17 16:04:57,778 Number of qubits: 14
2025-01-17 16:04:57,778 Coefficient phase: 0.49π
2025-01-17 16:04:58,141 Ground State Energy: 5.8611
2025-01-17 16:20:49,809 Energy: -8.79757290, -8.79910700, -8.80045849, Gap: 5.2559e-02, 384/384, 48/100, 306.86
2025-01-17 16:20:56,286 Energy: -8.79923058, -8.79997273, -8.80066259, Gap: 5.1693e-02, 392/392, 49/100, 313.33
2025-01-17 16:21:02,687 Energy: -8.79922405, -8.79974424, -8.80067759, Gap: 5.1922e-02, 400/400, 50/100, 319.74
2025-01-17 16:21:09,077 Energy: -8.79915835, -8.79982248, -8.80042028, Gap: 5.1843e-02, 408/408, 51/100, 326.13
2025-01-17 16:21:15,543 Energy: -8.79898423, -8.79958148, -8.80043711, Gap: 5.2084e-02, 416/416, 52/100, 332.59
2025-01-17 16:21:21,934 Energy: -8.79786882, -8.79919354, -8.80036622, Gap: 5.2472e-02, 424/424, 53/100, 338.98
2025-01-17 16:21:28,308 Energy: -8.79900291, -8.79984897, -8.80059180, Gap: 5.1817e-02, 432/432, 54/100, 345.36
2025-01-17 16:21:34,828 Energy: -8.79748822, -8.79925383, -8.80026013, Gap: 5.2412e-02, 440/440, 55/100, 351.88
2025-01-17 16:21:41,194 Energy: -8.79850871, -8.79965251, -8.80032511, Gap: 5.2013e-02, 448/448, 56/100, 358.24
2025-01-17 16:21:47,459 Energy: -8.79840709, -8.79957668, -8.80065150, Gap: 5.2089e-02, 456/456, 57/100, 364.51
2025-01-17 16:21:54,030 Energy: -8.79884632, -8.79957534, -8.80047731, Gap: 5.2090e-02, 464/464, 58/100, 371.08
2025-01-17 16:22:00,321 Energy: -8.79787369, -8.79917380, -8.80075372, Gap: 5.2492e-02, 472/472, 59/100, 377.37
2025-01-17 16:22:06,759 Energy: -8.79838510, -8.79959982, -8.80079643, Gap: 5.2066e-02, 480/480, 60/100, 383.81
2025-01-17 16:22:13,067 Energy: -8.79807691, -8.79958532, -8.80043061, Gap: 5.2080e-02, 488/488, 61/100, 390.12
2025-01-17 16:22:19,537 Energy: -8.79674633, -8.79935793, -8.80041599, Gap: 5.2308e-02, 496/496, 62/100, 396.59
2025-01-17 16:22:25,786 Energy: -8.79681071, -8.79923075, -8.80049692, Gap: 5.2435e-02, 504/504, 63/100, 402.83
2025-01-17 16:22:32,209 Energy: -8.79912865, -8.79973703, -8.80034084, Gap: 5.1929e-02, 512/512, 64/100, 409.26
2025-01-17 16:22:38,561 Energy: -8.79771237, -8.79970260, -8.80038605, Gap: 5.1963e-02, 520/520, 65/100, 415.61
2025-01-17 16:22:44,853 Energy: -8.79825394, -8.79958628, -8.80049636, Gap: 5.2079e-02, 528/528, 66/100, 421.90
2025-01-17 16:22:51,258 Energy: -8.79676733, -8.79861896, -8.80017491, Gap: 5.3047e-02, 536/536, 67/100, 428.31
2025-01-17 16:22:57,556 Energy: -8.79890566, -8.79985047, -8.80044497, Gap: 5.1815e-02, 544/544, 68/100, 434.60
